Source,Target,Type,Label,Weight,source type,edge label,target type,gender
Elfriede Felgentreu,Schwester,Undirected,,1,Figur,,Rolle,weiblich
Blanca und Elfriede Felgentreu,Schwestern,Undirected,,1,Figur,,Rolle,weiblich
Goldammer,Sprecher,Undirected,,1,Figur,,Rolle,männlich
Goldammer,Antragsteller,Undirected,,1,Figur,,Rolle,männlich
Herr Felgentreu,Felgentreu,Undirected,,1,Figur,,Rolle,männlich
Deutsche,Germans,Undirected,,1,Figur,,Rolle,genderneutral
Jenny Treibel,lady,Undirected,,1,Figur,,Rolle,weiblich
Marcell Wedderkopp,Freund,Undirected,,1,Figur,,Rolle,männlich
Leopold Treibel,Junge,Undirected,,1,Figur,,Rolle,männlich
Marcell Wedderkopp,Herr Doktor,Undirected,,1,Figur,,Rolle,männlich
Corinna Schmidt,Cousinchen,Undirected,,1,Figur,,Rolle,weiblich
Leopold Treibel,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Corinna Schmidt,Person,Undirected,,1,Figur,,Rolle,genderneutral
Corinna Schmidt,Mädchen,Undirected,,1,Figur,,Rolle,weiblich
Corinna Schmidt,weiblichenzimmer,Undirected,,1,Figur,,Rolle,weiblich
Leopold Treibel,Geldleute,Undirected,,1,Figur,,Rolle,genderneutral
Wilibald Schmidt,Alter,Undirected,,1,Figur,,Rolle,männlich
Corinna Schmidt,Hauptperson,Undirected,,1,Figur,,Rolle,genderneutral
Wilibald Schmidt,Nebenpersonen,Undirected,,1,Figur,,Rolle,genderneutral
Corinna Schmidt,Corinne au Capitole,Undirected,,1,Figur,,Rolle,weiblich
Helene Treibel,Schwägerin,Undirected,,1,Figur,,Rolle,weiblich
Marcell Wedderkopp,Oberlehrer,Undirected,,1,Figur,,Rolle,männlich
Jenny Treibel,Schwiegermama,Undirected,,1,Figur,,Rolle,weiblich
Herr Schmolke,männlich,Undirected,,1,Figur,,Rolle,männlich
Herr Schmolke,Schutzmännlich,Undirected,,1,Figur,,Rolle,männlich
Corinna Schmidt,Corinnchen,Undirected,,1,Figur,,Rolle,weiblich
Leopold Treibel,Rettungsanker,Undirected,,1,Figur,,Rolle,männlich
Leopold Treibel,Marssegel,Undirected,,1,Figur,,Rolle,genderneutral
Friedrich Distelkamp,Gymnasialdirektor,Undirected,,1,Figur,,Rolle,männlich
Friedrich Distelkamp,Senior,Undirected,,1,Figur,,Rolle,männlich
"Rindfleisch, Hannibal Kuh",Professoren,Undirected,,1,Figur,,Rolle,männlich
Immanuel Schultze,Oberlehrer,Undirected,,1,Figur,,Rolle,männlich
Charles Etienne,Doktor,Undirected,,1,Figur,,Rolle,männlich
Charles Etienne,Freund,Undirected,,1,Figur,,Rolle,männlich
Charles Etienne,Studiengenosse,Undirected,,1,Figur,,Rolle,männlich
Charles Etienne,Lehrer,Undirected,,1,Figur,,Rolle,männlich
Friedeberg,Zeichenlehrer,Undirected,,1,Figur,,Rolle,männlich
Immanuel Schultze,Hauptgegner,Undirected,,1,Figur,,Rolle,männlich
Friedeberg,Publikum,Undirected,,1,Figur,,Rolle,genderneutral
"Friedrich Distelkamp, Rindfleisch, Hannibal Kuh, Charles Etienne, Friedeberg, Immanuel Schultze",Freunde,Undirected,,1,Figur,,Rolle,genderneutral
Friedeberg,Zuhörer,Undirected,,1,Figur,,Rolle,männlich
Wilibald Schmidt,Seele,Undirected,,1,Figur,,Rolle,genderneutral
"Friedrich Distelkamp, Rindfleisch, Hannibal Kuh, Charles Etienne, Friedeberg, Immanuel Schultze, Wilibald Schmidt",Waisen,Undirected,,1,Figur,,Rolle,genderneutral
Immanuel Schultze,Gottfried-Keller-Schwärmer,Undirected,,1,Figur,,Rolle,männlich
"Friedrich Distelkamp, Rindfleisch, Hannibal Kuh, Charles Etienne, Friedeberg, Immanuel Schultze, Wilibald Schmidt",Aufrechte,Undirected,,1,Figur,,Rolle,genderneutral
"Friedrich Distelkamp, Rindfleisch, Hannibal Kuh, Charles Etienne, Friedeberg, Immanuel Schultze, Wilibald Schmidt",Gesellschaft,Undirected,,1,Figur,,Rolle,genderneutral
"Friedrich Distelkamp, Rindfleisch, Hannibal Kuh, Charles Etienne, Friedeberg, Immanuel Schultze, Wilibald Schmidt",Mitglieder,Undirected,,1,Figur,,Rolle,genderneutral
Hannibal Kuh,Schwager,Undirected,,1,Figur,,Rolle,männlich
Hannibal Kuh,Kuh,Undirected,,1,Figur,,Rolle,männlich
Immanuel Schultze,Schwiegersohn,Undirected,,1,Figur,,Rolle,männlich
"Friedrich Distelkamp, Wilibald Schmidt",Freunde,Undirected,,1,Figur,,Rolle,genderneutral
"Friedrich Distelkamp, Rindfleisch, Hannibal Kuh, Charles Etienne, Friedeberg, Immanuel Schultze, Wilibald Schmidt",Versammlung,Undirected,,1,Figur,,Rolle,genderneutral
Großvater von Wilibald Schmidt,Großvater,Undirected,,1,Figur,,Rolle,männlich
Charles Etienne,Etienne,Undirected,,1,Figur,,Rolle,männlich
"Charles Etienne, Marcell Wedderkopp",Intime,Undirected,,1,Figur,,Rolle,genderneutral
Charles Etienne,Gast,Undirected,,1,Figur,,Rolle,genderneutral
Charles Etienne,Besuch,Undirected,,1,Figur,,Rolle,genderneutral
Wilibald Schmidt,Pessimist,Undirected,,1,Figur,,Rolle,männlich
Charles Etienne,Familie,Undirected,,1,Figur,,Rolle,genderneutral
Immanuel Schultze,Freund,Undirected,,1,Figur,,Rolle,männlich
Rindfleisch,Schwager,Undirected,,1,Figur,,Rolle,männlich
Rindfleisch,Schwiegervater,Undirected,,1,Figur,,Rolle,männlich
"Hannibal Kuh, Immanuel Schultze",Klientel,Undirected,,1,Figur,,Rolle,genderneutral
Immanuel Schultze,Immanuel,Undirected,,1,Figur,,Rolle,männlich
Phrynichos,Tragiker,Undirected,,1,Figur,,Rolle,männlich
Phrynichos,Lustspieldichter,Undirected,,1,Figur,,Rolle,männlich
Schüler,Sekundaner,Undirected,,1,Figur,,Rolle,genderneutral
Barfus,General,Undirected,,1,Figur,,Rolle,männlich
Barfus,männlich,Undirected,,1,Figur,,Rolle,männlich
junger Offizier,Offizier,Undirected,,1,Figur,,Rolle,männlich
junger Offizier,Abzuurteilende,Undirected,,1,Figur,,Rolle,männlich
Schüler,Jungens,Undirected,,1,Figur,,Rolle,männlich
Rindfleisch,Kerl,Undirected,,1,Figur,,Rolle,männlich
Rindfleisch,Beste,Undirected,,1,Figur,,Rolle,männlich
Immanuel Schultze,Schlieker,Undirected,,1,Figur,,Rolle,männlich
weiblich Schultze,weiblich,Undirected,,1,Figur,,Rolle,weiblich
Immanuel Schultze,Ehespons,Undirected,,1,Figur,,Rolle,männlich
Schüler,Primaner,Undirected,,1,Figur,,Rolle,männlich
ein Lehrer,Lehrer,Undirected,,1,Figur,,Rolle,männlich
ein Direktor,Direktor,Undirected,,1,Figur,,Rolle,männlich
ein Direktor,Herr,Undirected,,1,Figur,,Rolle,männlich
die große Würdenträger,Würdenträger,Undirected,,1,Figur,,Rolle,genderneutral
die große Würdenträger,Schlemmer,Undirected,,1,Figur,,Rolle,genderneutral
Menschen,Seelen,Undirected,,1,Figur,,Rolle,genderneutral
Hammerstein,Professor,Undirected,,1,Figur,,Rolle,männlich
Agathon Knurzel,Mister Punch,Undirected,,1,Figur,,Rolle,männlich
die Kirchenleute,Kirchenleute,Undirected,,1,Figur,,Rolle,genderneutral
Friedeberg,männlich,Undirected,,1,Figur,,Rolle,männlich
Wilibald Schmidt,Urgermane,Undirected,,1,Figur,,Rolle,männlich
Friedeberg,Max Piccolomini,Undirected,,1,Figur,,Rolle,männlich
Max Piccolomini,Vorbild,Undirected,,1,Figur,,Rolle,genderneutral
Friedeberg,Schreib- und Zeichenlehrer,Undirected,,1,Figur,,Rolle,genderneutral
die Fürsten,Fürsten,Undirected,,1,Figur,,Rolle,genderneutral
die Fürsten,Vorfahren,Undirected,,1,Figur,,Rolle,genderneutral
"Wilibald Schmidt, Friedrich Distelkamp",Herren,Undirected,,1,Figur,,Rolle,männlich
Portier von Friedeberg,Portier,Undirected,,1,Figur,,Rolle,männlich
Portier von Friedeberg,Freund,Undirected,,1,Figur,,Rolle,männlich
Portier von Friedeberg,Gönner,Undirected,,1,Figur,,Rolle,männlich
"Friedrich Distelkamp, Friedeberg, Charles Etienne",Herren,Undirected,,1,Figur,,Rolle,männlich
Wilibald Schmidt,Gastgeber,Undirected,,1,Figur,,Rolle,männlich
Wilibald Schmidt,Feldherr,Undirected,,1,Figur,,Rolle,männlich
Wilibald Schmidt,Wirt,Undirected,,1,Figur,,Rolle,männlich
Wilibald Schmidt,Weiser,Undirected,,1,Figur,,Rolle,männlich
Friedeberg,Neumärker,Undirected,,1,Figur,,Rolle,männlich
Friedeberg,Oderbrücher,Undirected,,1,Figur,,Rolle,männlich
Friedeberg,Virtuose,Undirected,,1,Figur,,Rolle,männlich
Charles Etienne,Feinschmecker,Undirected,,1,Figur,,Rolle,männlich
Dienstleute,Bevölkerung,Undirected,,1,Figur,,Rolle,genderneutral
Dienstleute,Gesinde,Undirected,,1,Figur,,Rolle,genderneutral
Ehepaar Samsa,Narren,Undirected,,1,Figur,,Rolle,genderneutral
weiblich Samsa,weiblich Samsa,Undirected,,1,Figur,,Rolle,weiblich
Gregor Samsa,Schreibender,Undirected,,1,Figur,,Rolle,männlich
Reisende,Haremsweiblichen,Undirected,,1,Figur,,Rolle,weiblich
weiblich Samsa,Schreibende,Undirected,,1,Figur,,Rolle,weiblich
Geschäftsdiener,Kreatur,Undirected,,1,Figur,,Rolle,genderneutral
Prokurist,Herr,Undirected,,1,Figur,,Rolle,männlich
Grete,Schwester,Undirected,,1,Figur,,Rolle,weiblich
Gregor Samsa,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Dienstmädchen,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Angesellte,Lumpen,Undirected,,1,Figur,,Rolle,genderneutral
Angesellte,Menschen,Undirected,,1,Figur,,Rolle,genderneutral
Dienstmädchen,Bedienerin,Undirected,,1,,,,
Gregor Samsa,Sohn,Undirected,,1,Figur,,Rolle,männlich
Prokurist,Besucher,Undirected,,1,Figur,,Rolle,männlich
weiblich Samsa,Mutter,Undirected,,1,,,,
Prokurist,Damenfreund,Undirected,,1,Figur,,Rolle,männlich
Chef,Herr,Undirected,,1,Figur,,Rolle,männlich
Prokurist,Narren,Undirected,,1,Figur,,Rolle,genderneutral
Grete,Mädchen,Undirected,,1,Figur,,Rolle,weiblich
Chef,Unternehmer,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Handelsakademiker,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Bürgerschüler,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Leutnant,Undirected,,1,Figur,,Rolle,männlich
weiblich Samsa,weiblich,Undirected,,1,Figur,,Rolle,weiblich
Gregor Samsa,Volksschüler,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Familienmitglied,Undirected,,1,Figur,,Rolle,genderneutral
Grete,Heilige,Undirected,,1,Figur,,Rolle,weiblich
Gregor Samsa,Feind,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Invalide,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Opfer,Undirected,,1,Figur,,Rolle,genderneutral
Grete,Kind,Undirected,,1,Figur,,Rolle,genderneutral
Dienstmädchen,Mädchen,Undirected,,1,Figur,,Rolle,weiblich
Grete,weiblich,Undirected,,1,Figur,,Rolle,weiblich
Grete,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Grete,Schweser,Undirected,,1,Figur,,Rolle,weiblich
Gregor Samsa,Mistkäfer,Undirected,,1,Figur,,Rolle,genderneutral
Gregor Samsa,Tier,Undirected,,1,Figur,,Rolle,genderneutral
Gregor Samsa,Schreckgestalt,Undirected,,1,Figur,,Rolle,weiblich
Gregor Samsa,Schwerkranker,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Zimmernachbar,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Untier,Undirected,,1,Figur,,Rolle,genderneutral
Gregor Samsa,Bruder,Undirected,,1,Figur,,Rolle,männlich
Grete,Verkäuferin,Undirected,,1,Figur,,Rolle,weiblich
Gregor Samsa,Junge,Undirected,,1,Figur,,Rolle,männlich
Bedienerin,Witwe,Undirected,,1,Figur,,Rolle,weiblich
Gregor Samsa,Beleidigter,Undirected,,1,Figur,,Rolle,männlich
Zimmerherren,Herren,Undirected,,1,Figur,,Rolle,männlich
Zimmerherr,Herr,Undirected,,1,Figur,,Rolle,männlich
Grete,Fräulein,Undirected,,1,Figur,,Rolle,weiblich
Gregor Samsa,Fremder,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Führer,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Ehepaar Samsa,8,Undirected,,1,,,,
Gregor Samsa,Gesuchter,Undirected,,1,Figur,,Rolle,männlich
Zimmerherren,Freunde,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Wilder,Undirected,,1,Figur,,Rolle,männlich
Zimmerherren,Mieter,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,männlich,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Diener,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Violonenspieler,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Reisender,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Ungeziefer,Undirected,,1,Figur,,Rolle,genderneutral
Grete,Tochter,Undirected,,1,Figur,,Rolle,weiblich
Zimmerherr,Herren,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Angestellter,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Kommis,Undirected,,1,Figur,,Rolle,männlich
Gregor Samsa,Gregor Samsa,Undirected,,1,Figur,,Rolle,männlich
Grete,Schreibende,Undirected,,1,Figur,,Rolle,weiblich
Hansli Gyr,männlich,Undirected,,1,Figur,,Rolle,männlich
LeoX,Römer,Undirected,,1,Figur,,Rolle,männlich
Hadrian VI,Römer,Undirected,,1,Figur,,Rolle,männlich
Soldaten,Hauptleute,Undirected,,1,Figur,,Rolle,genderneutral
Soldaten,männlich,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Hansli,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Rottmeister,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Träger,Undirected,,1,Figur,,Rolle,männlich
Soldaten,Genossen,Undirected,,1,Figur,,Rolle,männlich
Soldaten,Kriegsleute,Undirected,,1,Figur,,Rolle,genderneutral
Soldaten,Kriegsknechte,Undirected,,1,Figur,,Rolle,männlich
ein Schneider,Schneider,Undirected,,1,Figur,,Rolle,männlich
Soldaten,Soldat,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Schweizer,Undirected,,1,Figur,,Rolle,männlich
katholisches Volk,Volke,Undirected,,1,Figur,,Rolle,genderneutral
Tavernengäste,Leute,Undirected,,1,Figur,,Rolle,genderneutral
ein Söldner,Söldner,Undirected,,1,Figur,,Rolle,männlich
Tavernengäste,Herren von Zürch,Undirected,,1,Figur,,Rolle,männlich
Pfarrer,Pfaffen,Undirected,,1,Figur,,Rolle,männlich
Tavernengäste,Stubenhocker,Undirected,,1,Figur,,Rolle,männlich
Tavernengäste,Duckmäuse,Undirected,,1,Figur,,Rolle,genderneutral
Mütter,Mutter,Undirected,,1,Figur,,Rolle,weiblich
Pfarrer,Schulmeister,Undirected,,1,Figur,,Rolle,männlich
Pfarrer,Disputierter,Undirected,,1,Figur,,Rolle,männlich
ein Söldner,Kriegsmännlich,Undirected,,1,Figur,,Rolle,männlich
Tavernengäste,Schwärmer,Undirected,,1,Figur,,Rolle,männlich
Tavernengäste,Propheten,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Kriegsmännlich,Undirected,,1,Figur,,Rolle,männlich
ein Söldner,Alte,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Junge,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Kamerad,Undirected,,1,Figur,,Rolle,männlich
Ursula,Nachbarstochter,Undirected,,1,Figur,,Rolle,weiblich
Ursula,Wesen,Undirected,,1,Figur,,Rolle,genderneutral
Ursula,Erwachsene,Undirected,,1,Figur,,Rolle,genderneutral
Ursula,Kind,Undirected,,1,Figur,,Rolle,genderneutral
ein Söldner,Soldat,Undirected,,1,Figur,,Rolle,männlich
Ursula,Bürgersweiblich,Undirected,,1,Figur,,Rolle,weiblich
Ursula,Bäuerin,Undirected,,1,Figur,,Rolle,weiblich
Ursula,weiblich,Undirected,,1,Figur,,Rolle,weiblich
Ursula,weiblichensperson,Undirected,,1,Figur,,Rolle,weiblich
Ursula,Jugendgenossin,Undirected,,1,Figur,,Rolle,weiblich
Hansli Gyr,Kriegsläufer,Undirected,,1,Figur,,Rolle,männlich
Ursula,Weib,Undirected,,1,Figur,,Rolle,weiblich
Hansli Gyr,Brautleute,Undirected,,1,Figur,,Rolle,genderneutral
Ursula,Brautleute,Undirected,,1,Figur,,Rolle,genderneutral
Hansli Gyr,Heilige,Undirected,,1,Figur,,Rolle,genderneutral
Ursula,Heilige,Undirected,,1,Figur,,Rolle,genderneutral
Hansli Gyr,Sündelosen,Undirected,,1,Figur,,Rolle,genderneutral
Ursula,Sündelosen,Undirected,,1,Figur,,Rolle,genderneutral
Gott,Geist Gottes,Undirected,,1,Figur,,Rolle,genderneutral
Ursula,Ursel,Undirected,,1,Figur,,Rolle,weiblich
Hansli Gyr,Liebster,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Richter,Undirected,,1,Figur,,Rolle,männlich
Enoch Schnurrenberger,Vater,Undirected,,1,Figur,,Rolle,männlich
Enoch Schnurrenberger,Schnurrenberg,Undirected,,1,Figur,,Rolle,männlich
Enoch Schnurrenberger,Vater Enoch,Undirected,,1,Figur,,Rolle,männlich
die Snurringen,Snurringen,Undirected,,1,Figur,,Rolle,genderneutral
Enoch Schnurrenberger,Possenreißer,Undirected,,1,Figur,,Rolle,männlich
Enoch Schnurrenberger,Geselle,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Fanatiker,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Maulwerker,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Spekulanten,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Mittelsmänner,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Winkelseher,Undirected,,1,Figur,,Rolle,männlich
ein Wirt,Wirt,Undirected,,1,Figur,,Rolle,männlich
eine Wirtin,Wirtin,Undirected,,1,Figur,,Rolle,weiblich
Hansli Gyr,Soldat,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Schelm,Undirected,,1,Figur,,Rolle,männlich
Enoch Schnurrenberger,Schelm,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Narr,Undirected,,1,Figur,,Rolle,männlich
Enoch Schnurrenberger,Narr,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Eingetretener,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Männer,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Heilige,Undirected,,1,Figur,,Rolle,männlich
Ursula,Liebchen,Undirected,,1,Figur,,Rolle,genderneutral
Enoch Schnurrenberger,Schnurrenberger,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Schwertträger,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Kriegsheld,Undirected,,1,Figur,,Rolle,männlich
Ursula,Mädchen,Undirected,,1,Figur,,Rolle,weiblich
Hansli Gyr,Freund,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Nachbarsmännlich,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Hans,Undirected,,1,Figur,,Rolle,männlich
der Papst,Papst,Undirected,,1,Figur,,Rolle,männlich
der Papst,Päpstlein,Undirected,,1,Figur,,Rolle,genderneutral
Enoch Schnurrenberger,Eisenfresser,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Eisenfresser,Undirected,,1,Figur,,Rolle,männlich
Enoch Schnurrenberger,Großhanse,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Großhanse,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Kriegsgesellen,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Ei,Undirected,,1,Figur,,Rolle,genderneutral
Pfarrer,Herrenpfaffen,Undirected,,1,Figur,,Rolle,männlich
 Huldrych Zwingli,Zwingli,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Bub,Undirected,,1,Figur,,Rolle,männlich
Huldrych Zwingli,männlich,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Beisitzer,Undirected,,1,Figur,,Rolle,männlich
Wirtz von Goßau,männlich,Undirected,,1,Figur,,Rolle,männlich
Wirtz von Goßau,kalte Wirtz von Goßau,Undirected,,1,Figur,,Rolle,männlich
Wirtz von Goßau,kalter Wirtz,Undirected,,1,Figur,,Rolle,männlich
ein Autor,Grammatikus,Undirected,,1,Figur,,Rolle,männlich
ein Autor,Magister,Undirected,,1,Figur,,Rolle,männlich
Wirtz von Goßau,Herr,Undirected,,1,Figur,,Rolle,männlich
Schneck von Agasul,Redner,Undirected,,1,Figur,,Rolle,männlich
Schneck von Agasul,Schuster,Undirected,,1,Figur,,Rolle,männlich
Schneck von Agasul,Schulmeister,Undirected,,1,Figur,,Rolle,männlich
Schneck von Agasul,Freund des Schmuckes,Undirected,,1,Figur,,Rolle,männlich
Gott,Herr Gott Zebaoth,Undirected,,1,Figur,,Rolle,männlich
Gott,Herrn,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Heide,Undirected,,1,Figur,,Rolle,männlich
Gott,Herrgöttlein,Undirected,,1,Figur,,Rolle,männlich
Menschen,Menschlein,Undirected,,1,Figur,,Rolle,genderneutral
Schneck von Agasul,Propheten,Undirected,,1,Figur,,Rolle,männlich
Schneck von Agasul,Gaukelmännlich,Undirected,,1,Figur,,Rolle,männlich
Schneck von Agasul,Schneck,Undirected,,1,Figur,,Rolle,männlich
Schneck von Agasul,Winkelprophet,Undirected,,1,Figur,,Rolle,männlich
Jakob Rosenstil,Breitmatter,Undirected,,1,Figur,,Rolle,männlich
Jakob Rosenstil,männlich,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Gefolge,Undirected,,1,Figur,,Rolle,genderneutral
Hansli Gyr,Erweckter,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Heiliger,Undirected,,1,Figur,,Rolle,männlich
eine Wirtin,weiblich,Undirected,,1,Figur,,Rolle,weiblich
ein Wirt,Hauswirt,Undirected,,1,Figur,,Rolle,männlich
Wirtz von Goßau,Wirtz,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Gesellen,Undirected,,1,Figur,,Rolle,männlich
Eltern Gyr,Eltern,Undirected,,1,Figur,,Rolle,genderneutral
weiblich Schnurrenberger,Mutter,Undirected,,1,Figur,,Rolle,weiblich
Reformgegner,Schalksnarren,Undirected,,1,Figur,,Rolle,genderneutral
Reformgegner,Meister,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Spießgesell,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Menschen,Undirected,,1,Figur,,Rolle,genderneutral
Enoch Schnurrenberger,männlich,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Schlauköpfe,Undirected,,1,Figur,,Rolle,genderneutral
die da Oben?,Obern,Undirected,,1,Figur,,Rolle,genderneutral
die da Oben?,Herrscher,Undirected,,1,Figur,,Rolle,männlich
Enoch Schnurrenberger,Alter,Undirected,,1,Figur,,Rolle,männlich
ein Söldner,Invalide zu Rapperswyl,Undirected,,1,Figur,,Rolle,männlich
weiblich Schnurrenberger,weiblich,Undirected,,1,Figur,,Rolle,weiblich
Soldaten,männlichschaft,Undirected,,1,Figur,,Rolle,genderneutral
Staatsbeamter,Obrigkeit,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Oberhaupt,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Ausschreitender,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Gegner der Reformation,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Schwärmer,Undirected,,1,Figur,,Rolle,männlich
Soldaten,Streithähne,Undirected,,1,Figur,,Rolle,männlich
Soldaten,Krieger,Undirected,,1,Figur,,Rolle,männlich
ein Papist,Nichtkrieger,Undirected,,1,Figur,,Rolle,männlich
ein Mönch,Nichtkrieger,Undirected,,1,Figur,,Rolle,männlich
ein Mönch,Mönch,Undirected,,1,Figur,,Rolle,männlich
ein Papist,Papist,Undirected,,1,Figur,,Rolle,männlich
Teufelsgesellen,Teufelsgesellen,Undirected,,1,Figur,,Rolle,männlich
Soldaten,Stadtsoldaten,Undirected,,1,Figur,,Rolle,männlich
Wirtz von Goßau,Fratzenmännlich,Undirected,,1,Figur,,Rolle,männlich
Reformgegner,Brüder,Undirected,,1,Figur,,Rolle,männlich
Ulrich Zwingli,Meister,Undirected,,1,Figur,,Rolle,männlich
ein Zunftvorsteher,Zunftvorsteher,Undirected,,1,Figur,,Rolle,männlich
ein Humanist,Humanist,Undirected,,1,Figur,,Rolle,männlich
Ulrich Zwingli,Zwingli,Undirected,,1,Figur,,Rolle,männlich
ein Zunftvorsteher,Männer,Undirected,,1,Figur,,Rolle,männlich
ein Humanist,Männer,Undirected,,1,Figur,,Rolle,männlich
Ulrich Zwingli,Männer,Undirected,,1,Figur,,Rolle,männlich
Ulrich Zwingli,Reformator,Undirected,,1,Figur,,Rolle,männlich
ein Zunftvorsteher,Neuangekommenen,Undirected,,1,Figur,,Rolle,genderneutral
Ulrich Zwingli,Neuangekommenen,Undirected,,1,Figur,,Rolle,genderneutral
ein Humanist,Neuangekommenen,Undirected,,1,Figur,,Rolle,genderneutral
Wirtz von Goßau,Wirtzen,Undirected,,1,Figur,,Rolle,männlich
ein Wirt,Inhaber,Undirected,,1,Figur,,Rolle,männlich
Ulrich Zwingli,Meister Ulrich,Undirected,,1,Figur,,Rolle,männlich
ein Feldhauptmännlich,Feldhauptmännlich,Undirected,,1,Figur,,Rolle,männlich
Soldaten,Wehrmänner,Undirected,,1,Figur,,Rolle,männlich
Ulrich Zwingli,kein Feind,Undirected,,1,Figur,,Rolle,männlich
Ulrich Zwingli,kein Verächter,Undirected,,1,Figur,,Rolle,männlich
Ulrich Zwingli,Freund,Undirected,,1,Figur,,Rolle,männlich
Ulrich Zwingli,Bruder,Undirected,,1,Figur,,Rolle,männlich
Soldaten,Wehrvolk,Undirected,,1,Figur,,Rolle,genderneutral
ein Zunftvorsteher,Begleiter,Undirected,,1,Figur,,Rolle,männlich
ein Humanist,Begleiter,Undirected,,1,Figur,,Rolle,männlich
Ulrich Zwingli,Magister,Undirected,,1,Figur,,Rolle,männlich
Hansli Gyr,Hans Gyr,Undirected,,1,Figur,,Rolle,männlich
Reformanhänger,Kapfgenossen,Undirected,,1,Figur,,Rolle,männlich
Reformanhänger,männlichschaft,Undirected,,1,Figur,,Rolle,männlich
Reformanhänger,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Hansli Gyr,Zeuge,Undirected,,1,Figur,,Rolle,männlich
Schüler,Schülerknaben,Undirected,,1,Figur,,Rolle,männlich
weiblichen,Dirnen,Undirected,,1,Figur,,Rolle,weiblich
Heuschober,Heuschober,Undirected,,1,Figur,,Rolle,männlich
Ursula,Töchterlein Zion,Undirected,,1,Figur,,Rolle,weiblich
Reformgegner,Andringenden,Undirected,,1,Figur,,Rolle,genderneutral
Jakob Rosenstil,Unbeweglicher,Undirected,,1,Figur,,Rolle,männlich
