Id,Label,node type,gender,type
gekröntes Haupt,gekröntes Haupt,,genderneutral,Rolle
Förster,Förster,,männlich,Rolle
Hofbeamter,Hofbeamter,,männlich,Rolle
Europäerin,Europäerin,,weiblich,Rolle
Verschnittener,Verschnittener,,Divers,Rolle
Hoflakai,Hoflakai,,männlich,Rolle
Klavierspieler,Klavierspieler,,männlich,Rolle
weiblich Josephine,weiblich Josephine,,weiblich,Rolle
Herrscherin,Herrscherin,,weiblich,Rolle
Juwelier,Juwelier,,männlich,Rolle
Rechnungsunteroffizier,Rechnungsunteroffizier,,männlich,Rolle
Gymnasialprofessor,Gymnasialprofessor,,männlich,Rolle
Greisin,Greisin,,weiblich,Rolle
Tante Finchen,Tante Finchen,,weiblich,Rolle
Finerl,Finerl,,weiblich,Rolle
Aushilfe,Aushilfe,,genderneutral,Rolle
Milchweiblich,Milchweiblich,,weiblich,Rolle
Besucherin,Besucherin,,weiblich,Rolle
Pleureuse,Pleureuse,,weiblich,Rolle
Kaiserlicher Rat,Kaiserlicher Rat,,männlich,Rolle
Kunden,Kunden,,genderneutral,Figur
Komplizin,Komplizin,,weiblich,Rolle
Turner,Turner,,männlich,Rolle
Sänger,Sänger,,männlich,Rolle
Gendarm,Gendarm,,männlich,Rolle
Goldkind,Goldkind,,genderneutral,Rolle
Verhaftete,Verhaftete,,weiblich,Figur
Hof- und Gerichtsadvokat,Hof- und Gerichtsadvokat,,männlich,Rolle
Winkeladvokat,Winkeladvokat,,männlich,Rolle
Herr von Bogner,Herr von Bogner,,,Figur
Höchster,Höchster,,,Figur
Wengler,Wengler,,,Figur
Herr Hauptmännlich,Herr Hauptmännlich,,,Figur
Emilie Keßner,Emilie Keßner,,,Figur
weiblich Keßner,weiblich Keßner,,,Figur
Herr Von Bogner,Herr Von Bogner,,,Figur
Sohn von Herrn Bogner,Sohn von Herrn Bogner,,,Figur
Rudi Höchster,Rudi Höchster,,,Figur
Onkel Robert,Onkel Robert,,,Figur
Cousin Guido,Cousin Guido,,,Figur
Tugut,Tugut,,,Figur
Wimmer,Wimmer,,,Figur
Greisinger,Greisinger,,,Figur
Ein Advokat,Ein Advokat,,,Figur
Weiß,Weiß,,,Figur
Ein Schauspieler,Ein Schauspieler,,,Figur
Konsul Schnabel,Konsul Schnabel,,,Figur
Die Hauptwurzen,Die Hauptwurzen,,,Figur
Oberstleutnant Wositzky,Oberstleutnant Wositzky,,,Figur
Zwei Mädchen,Zwei Mädchen,,,Figur
Vater von Wilhelm,Vater von Wilhelm,,,Figur
Familie Keßner,Familie Keßner,,,Figur
Ein junger Rechtsanwalt,Ein junger Rechtsanwalt,,,Figur
Herr Keßner,Herr Keßner,,,Figur
Zwei Töchter,Zwei Töchter,,,Figur
Ein kastelruther Wirt,Ein kastelruther Wirt,,,Figur
Ein Feldmarschalleutnant,Ein Feldmarschalleutnant,,,Figur
Eine ältere Dame,Eine ältere Dame,,,Figur
Zwei junge Herren,Zwei junge Herren,,,Figur
Eine entfernte Verwandte,Eine entfernte Verwandte,,,Figur
Leutnant Greising,Leutnant Greising,,,Figur
Doktor Flegmännlich,Doktor Flegmännlich,,,Figur
Elrief,Elrief,,,Figur
Fräulein Rihoschek,Fräulein Rihoschek,,,Figur
Das Stubenmädchen der Keßners,Das Stubenmädchen der Keßners,,,Figur
Ein alter Herr,Ein alter Herr,,,Figur
Eine dunkeläugige Dame,Eine dunkeläugige Dame,,,Figur
Ein Knabe,Ein Knabe,,,Figur
Ein pensionierter General,Ein pensionierter General,,,Figur
Ein Pensionierter General,Ein Pensionierter General,,,Figur
Don Juan,Don Juan,,,Figur
Herzog von Richelieu,Herzog von Richelieu,,,Figur
Badener Gymnasiasten,Badener Gymnasiasten,,,Figur
Der Kellner,Der Kellner,,,Figur
Die Spielergesellschaft,Die Spielergesellschaft,,,Figur
Greising,Greising,,,Figur
Wilhelms Vater,Wilhelms Vater,,,Figur
Wilhelms Mutter,Wilhelms Mutter,,,Figur
Die Kompagnie,Die Kompagnie,,,Figur
Ein junges Weib,Ein junges Weib,,,Figur
Ein Justizsoldat,Ein Justizsoldat,,,Figur
Schnabels Familie,Schnabels Familie,,,Figur
Eine junge Dame,Eine junge Dame,,,Figur
weiblich Schnabel,weiblich Schnabel,,,Figur
Die Achtundneunziger,Die Achtundneunziger,,,Figur
Eine Schulklasse,Eine Schulklasse,,,Figur
Ein junger Lehrer,Ein junger Lehrer,,,Figur
Eine alte weiblich,Eine alte weiblich,,,Figur
Ein Kerl,Ein Kerl,,,Figur
Zwei Nonnen,Zwei Nonnen,,,Figur
Ein altes Weib,Ein altes Weib,,,Figur
Ein junges Geschöpf,Ein junges Geschöpf,,,Figur
Der Posten,Der Posten,,,Figur
Ein Kadett,Ein Kadett,,,Figur
Ein Trupp,Ein Trupp,,,Figur
Ein Korporal,Ein Korporal,,,Figur
Herr Kadettstellvertreter,Herr Kadettstellvertreter,,,Figur
Fräulein Keßner,Fräulein Keßner,,,Figur
weiblich Wilram,weiblich Wilram,,,Figur
Eine ältliche Person,Eine ältliche Person,,,Figur
Wilhelms Großvater,Wilhelms Großvater,,,Figur
Leopoldine Lebus,Leopoldine Lebus,,,Figur
Kriebaum,Kriebaum,,,Figur
Ronacher,Ronacher,,,Figur
Eine Baronesse,Eine Baronesse,,,Figur
Ein Kamerad,Ein Kamerad,,,Figur
Ein weibliches Wesen,Ein weibliches Wesen,,,Figur
Ein Bankier,Ein Bankier,,,Figur
Leopoldines Schwester,Leopoldines Schwester,,,Figur
Herr Ober–,Herr Ober–,,männlich,Rolle
Wartender,Wartender,,männlich,Rolle
Eintretender,Eintretender,,männlich,Rolle
Waisenknabe,Waisenknabe,,männlich,Rolle
Kasda,Kasda,,männlich,Rolle
Willi,Willi,,männlich,Rolle
Sonderling,Sonderling,,genderneutral,Rolle
Hauptmacher,Hauptmacher,,männlich,Rolle
Regimentsarzt,Regimentsarzt,,männlich,Rolle
Siebenundsiebziger,Siebenundsiebziger,,genderneutral,Rolle
Choristin,Choristin,,weiblich,Rolle
Operettensängerin,Operettensängerin,,weiblich,Rolle
Oberstleutnant,Oberstleutnant,,männlich,Rolle
Fräulein Emilie,Fräulein Emilie,,weiblich,Rolle
Tischnachbarin,Tischnachbarin,,weiblich,Rolle
Hasuherr,Hasuherr,,männlich,Rolle
Herr Leutnant,Herr Leutnant,,männlich,Rolle
Töchter,Töchter,,weiblich,Rolle
Medusen,Medusen,,weiblich,Rolle
Feldmarschalleutnant,Feldmarschalleutnant,,männlich,Rolle
Infanterieleutnant,Infanterieleutnant,,männlich,Rolle
Grazien,Grazien,,weiblich,Rolle
Patient,Patient,,männlich,Rolle
Theatersekretär,Theatersekretär,,männlich,Rolle
Herr Torero,Herr Torero,,männlich,Rolle
Keßners,Keßners,,genderneutral,Rolle
Herr von unbestimmtem Alter,Herr von unbestimmtem Alter,,männlich,Rolle
Bankhalter,Bankhalter,,männlich,Rolle
Abteilungschef,Abteilungschef,,männlich,Rolle
Großkaufmännlich,Großkaufmännlich,,männlich,Rolle
Herr Mimius,Herr Mimius,,männlich,Rolle
Mizi,Mizi,,weiblich,Rolle
Direktionssekretär,Direktionssekretär,,männlich,Rolle
Leutnant Kasda,Leutnant Kasda,,männlich,Rolle
Gymnasiasten,Gymnasiasten,,männlich,Rolle
Spielergesellschaft,Spielergesellschaft,,genderneutral,Rolle
Deweiblichdant,Deweiblichdant,,männlich,Rolle
Teufel,Teufel,,männlich,Figur
Habenichts,Habenichts,,genderneutral,Rolle
Chotistin,Chotistin,,weiblich,Rolle
Zeugen,Zeugen,,genderneutral,Rolle
Kapitalist,Kapitalist,,männlich,Rolle
Kompagnie,Kompagnie,,genderneutral,Rolle
Korporal,Korporal,,männlich,Rolle
Justizsoldat,Justizsoldat,,männlich,Rolle
männlichschaftsperson,männlichschaftsperson,,genderneutral,Rolle
Robert Wilram,Robert Wilram,,männlich,Rolle
Privatier,Privatier,,männlich,Rolle
Achtundneunziger,Achtundneunziger,,genderneutral,Rolle
Schulklasse,Schulklasse,,genderneutral,Rolle
Schullehrer,Schullehrer,,männlich,Rolle
Posten,Posten,,genderneutral,Rolle
Kadett,Kadett,,männlich,Rolle
Wieseltier,Wieseltier,,genderneutral,Rolle
Letzter,Letzter,,männlich,Rolle
Rekruten,Rekruten,,männlich,Rolle
Kadettstellvertreter,Kadettstellvertreter,,männlich,Rolle
Kanaille,Kanaille,,genderneutral,Rolle
Herzdame,Herzdame,,weiblich,Rolle
Wilram,Wilram,,männlich,Rolle
Major Kasda,Major Kasda,,männlich,Rolle
Privatmännlich,Privatmännlich,,männlich,Rolle
Gläubiger,Gläubiger,,männlich,Rolle
Blumenmädel,Blumenmädel,,weiblich,Rolle
Volkssänger,Volkssänger,,männlich,Rolle
Esel,Esel,,genderneutral,Rolle
Wuschelkopf,Wuschelkopf,,genderneutral,Rolle
Oberleutnat,Oberleutnat,,männlich,Rolle
Effi Briest,Effi Briest,,,Figur
Kurfürst Georg Wilhelm,Kurfürst Georg Wilhelm,,,Figur
Familie Briest,Familie Briest,,,Figur
Luise Briest,Luise Briest,,,Figur
Bertha Jahnke,Bertha Jahnke,,,Figur
Hulda Niemeyer,Hulda Niemeyer,,,Figur
Hertha Jahnke,Hertha Jahnke,,,Figur
Herr Briest,Herr Briest,,,Figur
Familie Rathenower,Familie Rathenower,,,Figur
Oberst Goetze,Oberst Goetze,,,Figur
Efii Briest,Efii Briest,,,Figur
Fritz Reuter,Fritz Reuter,,,Figur
Herr Jahnke,Herr Jahnke,,,Figur
Pastor Niermeyer,Pastor Niermeyer,,,Figur
die Husaren,die Husaren,,,Figur
Engel Gabriel,Engel Gabriel,,männlich,Rolle
Heldin,Heldin,,weiblich,Rolle
Geert Instetten,Geert Instetten,,,Figur
Adelige,Adelige,,,Figur
Großvater Briest,Großvater Briest,,,Figur
Belling,Belling,,,Figur
Otto von Bismarck,Otto von Bismarck,,,Figur
Freundschaft,Freundschaft,,,Figur
Familie Instetten,Familie Instetten,,,Figur
Vettern,Vettern,,,Figur
Wilke,Wilke,,,Figur
Kandidat Holzapfel,Kandidat Holzapfel,,,Figur
Kantor Jahnke,Kantor Jahnke,,,Figur
Dagobert Briest,Dagobert Briest,,,Figur
Fürsten,Fürsten,,genderneutral,Figur
Aschenputtel,Aschenputtel,,,Figur
Geert Instetten; Effi Briest,Geert Instetten; Effi Briest,,,Figur
Pastor Niemeyer,Pastor Niemeyer,,,Figur
weiblich Pastorin Niemeyer,weiblich Pastorin Niemeyer,,,Figur
Familie Niemeyer,Familie Niemeyer,,,Figur
Familie Jahnke,Familie Jahnke,,,Figur
Jeder,Jeder,,,Figur
Richtige,Richtige,,,Figur
Vorgesetzte,Vorgesetzte,,,Figur
Gertrud,Gertrud,,,Figur
Klara,Klara,,,Figur
Freundinnen,Freundinnen,,weiblich,Rolle
Friedrich Karl,Friedrich Karl,,,Figur
Tante Therese,Tante Therese,,,Figur
Alexanderoffizier,Alexanderoffizier,,,Figur
Dienstmännlich,Dienstmännlich,,,Figur
Mausefallenhändler,Mausefallenhändler,,,Figur
Inspektor Pink,Inspektor Pink,,,Figur
Gärtnersweiblich,Gärtnersweiblich,,,Figur
Leutnant Engelbrecht,Leutnant Engelbrecht,,,Figur
Beteiligten,Beteiligten,,genderneutral,Rolle
Herr Kleist,Herr Kleist,,,Figur
Heer,Heer,,,Figur
Uradel,Uradel,,,Figur
Hohenzoller,Hohenzoller,,,Figur
Pensionslehrer,Pensionslehrer,,,Figur
Aschenbrödel,Aschenbrödel,,,Figur
Goschenhofer,Goschenhofer,,,Figur
Personen,Personen,,genderneutral,Figur
Kessiner,Kessiner,,,Figur
Tambourmajor,Tambourmajor,,,Figur
Lot,Lot,,,Figur
Lots weiblich,Lots weiblich,,,Figur
Heer Briest,Heer Briest,,,Figur
Tante Gundel,Tante Gundel,,,Figur
Tante Olga,Tante Olga,,,Figur
Badegast,Badegast,,,Figur
Badewärter,Badewärter,,,Figur
Mitspielende,Mitspielende,,,Figur
Offiziere,Offiziere,,männlich,Rolle
Husaren,Husaren,,,Figur
Kommis,Kommis,,genderneutral,Rolle
Hofgesellschaft,Hofgesellschaft,,,Figur
Todfeindin,Todfeindin,,,Figur
Leutnant Nienkerken,Leutnant Nienkerken,,,Figur
Ratsherren,Ratsherren,,männlich,Rolle
Kruse,Kruse,,,Figur
Ankommende,Ankommende,,,Figur
Bahnhofsleute,Bahnhofsleute,,,Figur
Starost,Starost,,,Figur
Golchowski,Golchowski,,,Figur
Passagier,Passagier,,,Figur
Loyalen,Loyalen,,,Figur
Polen,Polen,,genderneutral,Rolle
Landbevölkerung,Landbevölkerung,,,Figur
Kaschuben,Kaschuben,,,Figur
Eingewanderte,Eingewanderte,,,Figur
Neger,Neger,,genderneutral,Rolle
Türken,Türken,,genderneutral,Rolle
Chinesen,Chinesen,,,Figur
Fremden,Fremden,,,Figur
Großeltern,Großeltern,,genderneutral,Rolle
Macpherson,Macpherson,,,Figur
Männchen,Männchen,,,Figur
Clan,Clan,,,Figur
Walter,Walter,,,Figur
Scott,Scott,,,Figur
Beza,Beza,,,Figur
de Meza,de Meza,,,Figur
Landverwandte,Landverwandte,,,Figur
Stedingk,Stedingk,,,Figur
Reichsgrafen,Reichsgrafen,,,Figur
Hannemännlich,Hannemännlich,,,Figur
Chirurgen,Chirurgen,,,Figur
Barbiere,Barbiere,,,Figur
Kapitäne,Kapitäne,,,Figur
Holländer,Holländer,,,Figur
Schwarzflaggen,Schwarzflaggen,,,Figur
Normännlichenherzog,Normännlichenherzog,,,Figur
Lebendiger,Lebendiger,,,Figur
Hausinsassen,Hausinsassen,,,Figur
Dienstschaft,Dienstschaft,,,Figur
Hausgenossen,Hausgenossen,,,Figur
weiblich Kruse,weiblich Kruse,,,Figur
Friedrich,Friedrich,,,Figur
Christel,Christel,,,Figur
Johanna; Christel,Johanna; Christel,,,Figur
Alonzo Gieshübler,Alonzo Gieshübler,,,Figur
Resektsperson,Resektsperson,,,Figur
Alten,Alten,,genderneutral,Rolle
Effi,Effi,,weiblich,Rolle
Briest,Briest,,weiblich,Rolle
Familie von Briest,Familie von Briest,,genderneutral,Rolle
Kunstreiterin,Kunstreiterin,,weiblich,Rolle
Rathenower,Rathenower,,genderneutral,Rolle
Oberst Goetzes,Oberst Goetzes,,männlich,Rolle
Courmacher,Courmacher,,männlich,Rolle
von Briest,von Briest,,weiblich,Rolle
Persönchen,Persönchen,,genderneutral,Rolle
Fritz,Fritz,,männlich,Figur
Reuter,Reuter,,männlich,Rolle
Kantors,Kantors,,männlich,Rolle
Jahnke,Jahnke,,männlich,Rolle
Landsmännlich,Landsmännlich,,männlich,Rolle
Lieblingsdichter,Lieblingsdichter,,männlich,Rolle
Bertha,Bertha,,weiblich,Rolle
Hertha,Hertha,,weiblich,Rolle
Hulda,Hulda,,weiblich,Rolle
Niemeyer,Niemeyer,,weiblich,Rolle
Niemeyers,Niemeyers,,männlich,Rolle
Mamas,Mamas,,weiblich,Rolle
Papas,Papas,,männlich,Rolle
Geert,Geert,,männlich,Rolle
von,von,,männlich,Rolle
Innstetten,Innstetten,,männlich,Rolle
Rathenowern,Rathenowern,,genderneutral,Rolle
Großvaters,Großvaters,,männlich,Rolle
Bismarck,Bismarck,,männlich,Rolle
Innstettens,Innstettens,,genderneutral,Rolle
Briestsche,Briestsche,,männlich,Rolle
Haus,Haus,,männlich,Rolle
Kandidat,Kandidat,,männlich,Rolle
Holzapfel,Holzapfel,,männlich,Rolle
Midshipman,Midshipman,,männlich,Rolle
Bellingschen,Bellingschen,,genderneutral,Rolle
Pastorskind,Pastorskind,,genderneutral,Rolle
Besuch,Besuch,,genderneutral,Rolle
Zwillingen,Zwillingen,,genderneutral,Rolle
Kindes,Kindes,,genderneutral,Rolle
Vaters,Vaters,,männlich,Rolle
Ritterschaftsrat,Ritterschaftsrat,,männlich,Rolle
Schwestern,Schwestern,,weiblich,Rolle
Brautvater,Brautvater,,männlich,Rolle
Brautpaar,Brautpaar,,genderneutral,Rolle
Luise,Luise,,weiblich,Rolle
Pastors,Pastors,,genderneutral,Rolle
Pastorin,Pastorin,,weiblich,Rolle
Kantor,Kantor,,männlich,Rolle
Jahnkes,Jahnkes,,männlich,Rolle
Dagobert,Dagobert,,männlich,Rolle
Kinde,Kinde,,genderneutral,Rolle
Alexanderoffizieren,Alexanderoffizieren,,männlich,Rolle
Pink,Pink,,männlich,Rolle
Käthchen,Käthchen,,weiblich,Rolle
Engelbrecht,Engelbrecht,,männlich,Rolle
Patronatsherrn,Patronatsherrn,,männlich,Rolle
Freundes,Freundes,,männlich,Rolle
Kleist,Kleist,,männlich,Rolle
Menschenexemplar,Menschenexemplar,,genderneutral,Rolle
Briests,Briests,,genderneutral,Rolle
Aschenbrödels,Aschenbrödels,,weiblich,Rolle
Effis,Effis,,weiblich,Rolle
Lots,Lots,,männlich,Rolle
Verwandten,Verwandten,,genderneutral,Rolle
Generalstab,Generalstab,,männlich,Rolle
Gundel,Gundel,,weiblich,Rolle
Olga,Olga,,weiblich,Rolle
Gottes,Gottes,,genderneutral,Rolle
jeden,jeden,,genderneutral,Rolle
Mitspielenden,Mitspielenden,,genderneutral,Rolle
Dorfpastor,Dorfpastor,,männlich,Rolle
Hofprediger,Hofprediger,,männlich,Rolle
Spielverderberin,Spielverderberin,,weiblich,Rolle
Naturkind,Naturkind,,genderneutral,Rolle
männliche,männliche,,männlich,Rolle
Kadetten,Kadetten,,männlich,Rolle
Karrieremacher,Karrieremacher,,männlich,Rolle
Streber,Streber,,männlich,Rolle
Nienkerken,Nienkerken,,männlich,Rolle
Baronin,Baronin,,weiblich,Rolle
Ankommenden,Ankommenden,,genderneutral,Rolle
Kutschers,Kutschers,,männlich,Rolle
Bahnhofsleuten,Bahnhofsleuten,,genderneutral,Rolle
Starosten,Starosten,,männlich,Rolle
Baggermeister,Baggermeister,,männlich,Rolle
Schotten,Schotten,,männlich,Rolle
Hochländer,Hochländer,,männlich,Rolle
de,de,,männlich,Rolle
Meza,Meza,,männlich,Rolle
Landesverwandtschaft,Landesverwandtschaft,,genderneutral,Rolle
Goldschmied,Goldschmied,,männlich,Rolle
Däne,Däne,,männlich,Rolle
Dienerschaft,Dienerschaft,,genderneutral,Rolle
Hausgenossenschaft,Hausgenossenschaft,,genderneutral,Rolle
Landsmännin,Landsmännin,,weiblich,Rolle
Herrn,Herrn,,männlich,Rolle
Hausherrn,Hausherrn,,männlich,Rolle
Apotheker,Apotheker,,männlich,Rolle
Gieshübler,Gieshübler,,männlich,Rolle
Alonzo,Alonzo,,männlich,Rolle
Respektsperson,Respektsperson,,genderneutral,Rolle
Landrats,Landrats,,männlich,Rolle
männliches,männliches,,männlich,Rolle
Langschläferin,Langschläferin,,weiblich,Rolle
Das Volk,Das Volk,,,Figur
Der Herausgeber,Der Herausgeber,,,Figur
Der Wegweiser,Der Wegweiser,,,Figur
König Wittekind,König Wittekind,,,Figur
Wittekinds Herzog,Wittekinds Herzog,,,Figur
Kaiser Karl,Kaiser Karl,,,Figur
Die alte weiblich,Die alte weiblich,,,Figur
Gebrüder Grimm,Gebrüder Grimm,,,Figur
Jakob Grimm,Jakob Grimm,,,Figur
Der Teufel,Der Teufel,,,Figur
Paracelsus,Paracelsus,,,Figur
Nympfen,Nympfen,,,Figur
Undinen,Undinen,,,Figur
Silvanen,Silvanen,,,Figur
Salamander,Salamander,,,Figur
Die Elementargeister,Die Elementargeister,,,Figur
Kobolde,Kobolde,,,Figur
Erdgeister,Erdgeister,,,Figur
Die Riesen,Die Riesen,,,Figur
Die Zwerge,Die Zwerge,,,Figur
Eine Riesenbraut,Eine Riesenbraut,,,Figur
Ein Riesenbräutigam,Ein Riesenbräutigam,,,Figur
Gäste der Riesenhochzeit,Gäste der Riesenhochzeit,,,Figur
Mimmering,Mimmering,,,Figur
Der alte Graf,Der alte Graf,,,Figur
Ein Zwerg,Ein Zwerg,,,Figur
Eine kleine weiblich,Eine kleine weiblich,,,Figur
kleine Fackelträger,kleine Fackelträger,,,Figur
Gäste der Zwergenhochzeit,Gäste der Zwergenhochzeit,,,Figur
Brautpaar der Zwergenhochzeit,Brautpaar der Zwergenhochzeit,,,Figur
Herolde der Zwerge,Herolde der Zwerge,,,Figur
Die alte Gräfin,Die alte Gräfin,,,Figur
Die Ritter von Eilenburg,Die Ritter von Eilenburg,,,Figur
Siebter Ritter von Eilenburg,Siebter Ritter von Eilenburg,,,Figur
Nicetas,Nicetas,,,Figur
Die Kreuzfahrer,Die Kreuzfahrer,,,Figur
Ein böser Zauberer,Ein böser Zauberer,,,Figur
Kleine Berggeister,Kleine Berggeister,,,Figur
Ein Bauer,Ein Bauer,,,Figur
Paul Kreutz,Paul Kreutz,,,Figur
Zwei Zwerge,Zwei Zwerge,,,Figur
Der Zwergenkönig,Der Zwergenkönig,,,Figur
Boshafte Leute,Boshafte Leute,,,Figur
Die Menschen,Die Menschen,,,Figur
Faust,Faust,,,Figur
Heine,Heine,,,Figur
Ein Hirt,Ein Hirt,,,Figur
Ein Bewohner,Ein Bewohner,,,Figur
Eine weise weiblich,Eine weise weiblich,,,Figur
Abgeordnete Zwerge,Abgeordnete Zwerge,,,Figur
Gefangene Zwerge,Gefangene Zwerge,,,Figur
Don Isaak Abarbanel,Don Isaak Abarbanel,,,Figur
Ferdinand von Aragonien,Ferdinand von Aragonien,,,Figur
Die Elfen,Die Elfen,,,Figur
Elfenkönigin,Elfenkönigin,,,Figur
Spencer,Spencer,,,Figur
Wieland,Wieland,,,Figur
Die Hexen,Die Hexen,,,Figur
Graf Lanval,Graf Lanval,,,Figur
Die schöne Fee,Die schöne Fee,,,Figur
König Arthus,König Arthus,,,Figur
Ginevra,Ginevra,,,Figur
Ritter Grüeland,Ritter Grüeland,,,Figur
Ogier,Ogier,,,Figur
Morgane,Morgane,,,Figur
Titania,Titania,,,Figur
Rosa Warrens,Rosa Warrens,,,Figur
Eine Elfe,Eine Elfe,,,Figur
Eine zweite Elfe,Eine zweite Elfe,,,Figur
Ein Ritter,Ein Ritter,,,Figur
Fant,Fant,,,Figur
Herr Oluf,Herr Oluf,,,Figur
Erlkönigs Tochter,Erlkönigs Tochter,,,Figur
Erlkönigin,Erlkönigin,,,Figur
Olufs Mutter,Olufs Mutter,,,Figur
Olufs Braut,Olufs Braut,,,Figur
Die Willis,Die Willis,,,Figur
Goethe,Goethe,,,Figur
Die Braut von Korinth,Die Braut von Korinth,,,Figur
weiblich von Staël,weiblich von Staël,,,Figur
Die Braut,Die Braut,,,Figur
Herr Peter von Stauffenberg,Herr Peter von Stauffenberg,,,Figur
Eine Nixe,Eine Nixe,,,Figur
Der Beichtiger,Der Beichtiger,,,Figur
Junge Freigeister,Junge Freigeister,,,Figur
Der Nix,Der Nix,,,Figur
Ein junger männlich,Ein junger männlich,,,Figur
Ursula Schöfferin,Ursula Schöfferin,,,Figur
Marsk Stig,Marsk Stig,,,Figur
Jüngste Tochter von Marsk Stig,Jüngste Tochter von Marsk Stig,,,Figur
Älteste Tochter von Marsk Stig,Älteste Tochter von Marsk Stig,,,Figur
Mutter des Nix,Mutter des Nix,,,Figur
Roßmer,Roßmer,,,Figur
Roßmers weiblich,Roßmers weiblich,,,Figur
Der Priester,Der Priester,,,Figur
Drei Jungweiblichen,Drei Jungweiblichen,,,Figur
Des schulmeisters Sohn,Des schulmeisters Sohn,,,Figur
Die Nixen,Die Nixen,,,Figur
Schwarze Alfen,Schwarze Alfen,,,Figur
Nix,Nix,,,Figur
Die Hauskobolde,Die Hauskobolde,,,Figur
Melusine,Melusine,,,Figur
Raimund von Portier,Raimund von Portier,,,Figur
Helias,Helias,,,Figur
Beatrix,Beatrix,,,Figur
Die Schwanenjungweiblichen,Die Schwanenjungweiblichen,,,Figur
Herzog von Kleve,Herzog von Kleve,,,Figur
Beatrix' Kinder,Beatrix' Kinder,,,Figur
Azor,Azor,,,Figur
Johannes Prätorius,Johannes Prätorius,,,Figur
Gespenster,Gespenster,,,Figur
Der Verfasser,Der Verfasser,,,Figur
Betrüger,Betrüger,,,Figur
Franzosen,Franzosen,,männlich,Rolle
Gelbert,Gelbert,,,Figur
Cornelius von Amsterdam,Cornelius von Amsterdam,,,Figur
Ein Meermännlich,Ein Meermännlich,,,Figur
König von Polen,König von Polen,,,Figur
Die Bischöfe des Ortes,Die Bischöfe des Ortes,,,Figur
Die Bischöfe,Die Bischöfe,,,Figur
Voltaire,Voltaire,,,Figur
Musäus,Musäus,,,Figur
Ein schlauer Ritter,Ein schlauer Ritter,,,Figur
Eine Schwanenjungweiblich,Eine Schwanenjungweiblich,,,Figur
Der König,Der König,,,Figur
Die junge Königin,Die junge Königin,,,Figur
German,German,,,Figur
Des Königs Tochter,Des Königs Tochter,,,Figur
Die Jungweiblichen,Die Jungweiblichen,,,Figur
Adelutz,Adelutz,,,Figur
Satan,Satan,,männlich,Rolle
Walküren,Walküren,,,Figur
König Hother,König Hother,,,Figur
Die Spinnerinnen,Die Spinnerinnen,,,Figur
Ein faules Mädchen,Ein faules Mädchen,,,Figur
Mutter des faulen Mädchens,Mutter des faulen Mädchens,,,Figur
Der Königsohn,Der Königsohn,,,Figur
Erste Parze,Erste Parze,,,Figur
Zweite Parze,Zweite Parze,,,Figur
Dritte Parze,Dritte Parze,,,Figur
Die Parzen,Die Parzen,,,Figur
Die Franzosen,Die Franzosen,,,Figur
Der griechische Held,Der griechische Held,,,Figur
Drei weiblichen,Drei weiblichen,,,Figur
Aloys Schreiber,Aloys Schreiber,,,Figur
Drei Gesellen,Drei Gesellen,,,Figur
Der ältetse Geselle,Der ältetse Geselle,,,Figur
Sigrun,Sigrun,,,Figur
König Sigmund,König Sigmund,,,Figur
Borghild von Bralund,Borghild von Bralund,,,Figur
Helgi,Helgi,,,Figur
Sigmunds männlichen,Sigmunds männlichen,,,Figur
Hunding,Hunding,,,Figur
Granmar,Granmar,,,Figur
Hodbrodd,Hodbrodd,,,Figur
Gudmund,Gudmund,,,Figur
Starkoddr,Starkoddr,,,Figur
Alf,Alf,,,Figur
Eiolf,Eiolf,,,Figur
Hagbard,Hagbard,,,Figur
Herward,Herward,,,Figur
Högni,Högni,,,Figur
Granmars Sohn,Granmars Sohn,,,Figur
Bragi,Bragi,,,Figur
Dag,Dag,,,Figur
Sohn Hrollangs,Sohn Hrollangs,,,Figur
Odin,Odin,,,Figur
Sigruns Magd,Sigruns Magd,,,Figur
Der Erzähler,Der Erzähler,,,Figur
Kara,Kara,,,Figur
Die Walküren,Die Walküren,,,Figur
Nidhuhur,Nidhuhur,,,Figur
Baudwildur,Baudwildur,,,Figur
Slagfidr,Slagfidr,,,Figur
Egil,Egil,,,Figur
Wölundur,Wölundur,,,Figur
König Landwer,König Landwer,,,Figur
Hladgur Svanhvit,Hladgur Svanhvit,,,Figur
Hervoer Alwitr,Hervoer Alwitr,,,Figur
Aulrun,Aulrun,,,Figur
Kjar von Walland,Kjar von Walland,,,Figur
Karl der Große,Karl der Große,,,Figur
Die feurigen Männer,Die feurigen Männer,,,Figur
Die Irrwische,Die Irrwische,,,Figur
Parphyrius,Parphyrius,,,Figur
Die alten Magier,Die alten Magier,,,Figur
Moses,Moses,,,Figur
Jehovah,Jehovah,,,Figur
Das kleine Mädchen,Das kleine Mädchen,,,Figur
Die Muttergottes,Die Muttergottes,,,Figur
Apostel,Apostel,,,Figur
Carpzow,Carpzow,,,Figur
Ein Klosterbruder,Ein Klosterbruder,,,Figur
Ein Edelmännlich,Ein Edelmännlich,,,Figur
Des Edelmännlichs Knecht,Des Edelmännlichs Knecht,,,Figur
Gesellen des Teufels,Gesellen des Teufels,,,Figur
Georgius Godelmanus,Georgius Godelmanus,,,Figur
Luthers Diener,Luthers Diener,,,Figur
